TITLE = 'solution of Poisson Equation'
 No.   Coord-x,  Coord-y   Result_SPh   Exact_Solution
 1259   0.750000   0.700000          0.0284    0.028981
 1300   0.775000   0.700000          0.0257    0.026618
 1341   0.800000   0.700000          0.0236    0.024091
 1382   0.825000   0.700000          0.0204    0.021415
 1423   0.850000   0.700000          0.0181    0.018607
 1464   0.875000   0.700000          0.0146    0.015684
 1505   0.900000   0.700000          0.0123    0.012665
 1546   0.925000   0.700000          0.0083    0.009568
 1587   0.950000   0.700000          0.0061    0.006412
 1628   0.975000   0.700000          0.0017    0.003216
 1669   1.000000   0.700000          0.0000    0.000000
 30   0.000000   0.725000          0.0000    0.000000
 71   0.025000   0.725000          0.0016    0.003022
 112   0.050000   0.725000          0.0057    0.006026
 153   0.075000   0.725000          0.0077    0.008993
 194   0.100000   0.725000          0.0114    0.011904
 235   0.125000   0.725000          0.0136    0.014742
 276   0.150000   0.725000          0.0169    0.017489
 317   0.175000   0.725000          0.0190    0.020128
 358   0.200000   0.725000          0.0219    0.022643
 399   0.225000   0.725000          0.0239    0.025018
 440   0.250000   0.725000          0.0265    0.027240
 481   0.275000   0.725000          0.0282    0.029293
 522   0.300000   0.725000          0.0303    0.031165
 563   0.325000   0.725000          0.0318    0.032846
 604   0.350000   0.725000          0.0334    0.034324
 645   0.375000   0.725000          0.0345    0.035590
 686   0.400000   0.725000          0.0357    0.036637
 727   0.425000   0.725000          0.0364    0.037458
 768   0.450000   0.725000          0.0371    0.038048
 809   0.475000   0.725000          0.0373    0.038404
 850   0.500000   0.725000          0.0376    0.038523
 891   0.525000   0.725000          0.0373    0.038404
 932   0.550000   0.725000          0.0371    0.038048
 973   0.575000   0.725000          0.0364    0.037458
 1014   0.600000   0.725000          0.0357    0.036637
 1055   0.625000   0.725000          0.0345    0.035590
 1096   0.650000   0.725000          0.0334    0.034324
 1137   0.675000   0.725000          0.0318    0.032846
 1178   0.700000   0.725000          0.0303    0.031165
 1219   0.725000   0.725000          0.0282    0.029293
 1260   0.750000   0.725000          0.0265    0.027240
 1301   0.775000   0.725000          0.0239    0.025018
 1342   0.800000   0.725000          0.0219    0.022643
 1383   0.825000   0.725000          0.0190    0.020128
 1424   0.850000   0.725000          0.0169    0.017489
 1465   0.875000   0.725000          0.0136    0.014742
 1506   0.900000   0.725000          0.0114    0.011904
 1547   0.925000   0.725000          0.0077    0.008993
 1588   0.950000   0.725000          0.0057    0.006026
 1629   0.975000   0.725000          0.0016    0.003022
 1670   1.000000   0.725000          0.0000    0.000000
 31   0.000000   0.750000          0.0000    0.000000
 72   0.025000   0.750000          0.0015    0.002811
 113   0.050000   0.750000          0.0053    0.005604
 154   0.075000   0.750000          0.0072    0.008363
 195   0.100000   0.750000          0.0107    0.011070
 236   0.125000   0.750000          0.0127    0.013709
 277   0.150000   0.750000          0.0158    0.016263
 318   0.175000   0.750000          0.0178    0.018717
 359   0.200000   0.750000          0.0206    0.021056
 400   0.225000   0.750000          0.0224    0.023265
 441   0.250000   0.750000          0.0248    0.025330
 482   0.275000   0.750000          0.0265    0.027240
 523   0.300000   0.750000          0.0284    0.028981
 564   0.325000   0.750000          0.0298    0.030544
 605   0.350000   0.750000          0.0313    0.031918
 646   0.375000   0.750000          0.0324    0.033096
 687   0.400000   0.750000          0.0335    0.034069
 728   0.425000   0.750000          0.0341    0.034833
 769   0.450000   0.750000          0.0348    0.035381
 810   0.475000   0.750000          0.0350    0.035712
 851   0.500000   0.750000          0.0352    0.035822
 892   0.525000   0.750000          0.0350    0.035712
 933   0.550000   0.750000          0.0348    0.035381
 974   0.575000   0.750000          0.0341    0.034833
 1015   0.600000   0.750000          0.0335    0.034069
 1056   0.625000   0.750000          0.0324    0.033096
 1097   0.650000   0.750000          0.0313    0.031918
 1138   0.675000   0.750000          0.0298    0.030544
 1179   0.700000   0.750000          0.0284    0.028981
 1220   0.725000   0.750000          0.0265    0.027240
 1261   0.750000   0.750000          0.0248    0.025330
 1302   0.775000   0.750000          0.0224    0.023265
 1343   0.800000   0.750000          0.0206    0.021056
 1384   0.825000   0.750000          0.0178    0.018717
 1425   0.850000   0.750000          0.0158    0.016263
 1466   0.875000   0.750000          0.0127    0.013709
 1507   0.900000   0.750000          0.0107    0.011070
 1548   0.925000   0.750000          0.0072    0.008363
 1589   0.950000   0.750000          0.0053    0.005604
 1630   0.975000   0.750000          0.0015    0.002811
 1671   1.000000   0.750000          0.0000    0.000000
 32   0.000000   0.775000          0.0000    0.000000
 73   0.025000   0.775000          0.0013    0.002581
 114   0.050000   0.775000          0.0048    0.005147
 155   0.075000   0.775000          0.0065    0.007681
 196   0.100000   0.775000          0.0097    0.010167
 237   0.125000   0.775000          0.0115    0.012591
 278   0.150000   0.775000          0.0143    0.014937
 319   0.175000   0.775000          0.0161    0.017191
 360   0.200000   0.775000          0.0186    0.019339
 401   0.225000   0.775000          0.0203    0.021368
 442   0.250000   0.775000          0.0224    0.023265
 483   0.275000   0.775000          0.0239    0.025018
 524   0.300000   0.775000          0.0257    0.026618
 565   0.325000   0.775000          0.0269    0.028053
 606   0.350000   0.775000          0.0283    0.029315
 647   0.375000   0.775000          0.0293    0.030397
 688   0.400000   0.775000          0.0303    0.031291
 729   0.425000   0.775000          0.0309    0.031992
 770   0.450000   0.775000          0.0315    0.032496
 811   0.475000   0.775000          0.0317    0.032800
 852   0.500000   0.775000          0.0319    0.032901
 893   0.525000   0.775000          0.0317    0.032800
 934   0.550000   0.775000          0.0315    0.032496
 975   0.575000   0.775000          0.0309    0.031992
 1016   0.600000   0.775000          0.0303    0.031291
 1057   0.625000   0.775000          0.0293    0.030397
 1098   0.650000   0.775000          0.0283    0.029315
 1139   0.675000   0.775000          0.0269    0.028053
 1180   0.700000   0.775000          0.0257    0.026618
 1221   0.725000   0.775000          0.0239    0.025018
 1262   0.750000   0.775000          0.0224    0.023265
 1303   0.775000   0.775000          0.0203    0.021368
 1344   0.800000   0.775000          0.0186    0.019339
 1385   0.825000   0.775000          0.0161    0.017191
 1426   0.850000   0.775000          0.0143    0.014937
 1467   0.875000   0.775000          0.0115    0.012591
 1508   0.900000   0.775000          0.0097    0.010167
 1549   0.925000   0.775000          0.0065    0.007681
 1590   0.950000   0.775000          0.0048    0.005147
 1631   0.975000   0.775000          0.0013    0.002581
 1672   1.000000   0.775000          0.0000    0.000000
 33   0.000000   0.800000          0.0000    0.000000
 74   0.025000   0.800000          0.0012    0.002336
 115   0.050000   0.800000          0.0044    0.004658
 156   0.075000   0.800000          0.0060    0.006951
 197   0.100000   0.800000          0.0089    0.009202
 238   0.125000   0.800000          0.0105    0.011395
 279   0.150000   0.800000          0.0131    0.013519
 320   0.175000   0.800000          0.0148    0.015559
 361   0.200000   0.800000          0.0171    0.017503
 402   0.225000   0.800000          0.0186    0.019339
 443   0.250000   0.800000          0.0206    0.021056
 484   0.275000   0.800000          0.0219    0.022643
 525   0.300000   0.800000          0.0236    0.024091
 566   0.325000   0.800000          0.0247    0.025390
 607   0.350000   0.800000          0.0260    0.026532
 648   0.375000   0.800000          0.0268    0.027511
 689   0.400000   0.800000          0.0278    0.028320
 730   0.425000   0.800000          0.0283    0.028955
 771   0.450000   0.800000          0.0288    0.029411
 812   0.475000   0.800000          0.0290    0.029686
 853   0.500000   0.800000          0.0292    0.029778
 894   0.525000   0.800000          0.0290    0.029686
 935   0.550000   0.800000          0.0288    0.029411
 976   0.575000   0.800000          0.0283    0.028955
 1017   0.600000   0.800000          0.0278    0.028320
 1058   0.625000   0.800000          0.0268    0.027511
 1099   0.650000   0.800000          0.0260    0.026532
 1140   0.675000   0.800000          0.0247    0.025390
 1181   0.700000   0.800000          0.0236    0.024091
 1222   0.725000   0.800000          0.0219    0.022643
 1263   0.750000   0.800000          0.0206    0.021056
 1304   0.775000   0.800000          0.0186    0.019339
 1345   0.800000   0.800000          0.0171    0.017503
 1386   0.825000   0.800000          0.0148    0.015559
 1427   0.850000   0.800000          0.0131    0.013519
 1468   0.875000   0.800000          0.0105    0.011395
 1509   0.900000   0.800000          0.0089    0.009202
 1550   0.925000   0.800000          0.0060    0.006951
 1591   0.950000   0.800000          0.0044    0.004658
 1632   0.975000   0.800000          0.0012    0.002336
 1673   1.000000   0.800000          0.0000    0.000000
 34   0.000000   0.825000          0.0000    0.000000
 75   0.025000   0.825000          0.0011    0.002077
 116   0.050000   0.825000          0.0038    0.004141
 157   0.075000   0.825000          0.0052    0.006179
 198   0.100000   0.825000          0.0077    0.008180
 239   0.125000   0.825000          0.0091    0.010130
 280   0.150000   0.825000          0.0114    0.012017
 321   0.175000   0.825000          0.0128    0.013831
 362   0.200000   0.825000          0.0148    0.015559
 403   0.225000   0.825000          0.0161    0.017191
 444   0.250000   0.825000          0.0178    0.018717
 485   0.275000   0.825000          0.0190    0.020128
 526   0.300000   0.825000          0.0204    0.021415
 567   0.325000   0.825000          0.0214    0.022569
 608   0.350000   0.825000          0.0225    0.023585
 649   0.375000   0.825000          0.0232    0.024455
 690   0.400000   0.825000          0.0241    0.025175
 731   0.425000   0.825000          0.0245    0.025739
 772   0.450000   0.825000          0.0250    0.026144
 813   0.475000   0.825000          0.0251    0.026388
 854   0.500000   0.825000          0.0253    0.026470
 895   0.525000   0.825000          0.0251    0.026388
 936   0.550000   0.825000          0.0250    0.026144
 977   0.575000   0.825000          0.0245    0.025739
 1018   0.600000   0.825000          0.0241    0.025175
 1059   0.625000   0.825000          0.0232    0.024455
 1100   0.650000   0.825000          0.0225    0.023585
 1141   0.675000   0.825000          0.0214    0.022569
 1182   0.700000   0.825000          0.0204    0.021415
 1223   0.725000   0.825000          0.0190    0.020128
 1264   0.750000   0.825000          0.0178    0.018717
 1305   0.775000   0.825000          0.0161    0.017191
 1346   0.800000   0.825000          0.0148    0.015559
 1387   0.825000   0.825000          0.0128    0.013831
 1428   0.850000   0.825000          0.0114    0.012017
 1469   0.875000   0.825000          0.0091    0.010130
 1510   0.900000   0.825000          0.0077    0.008180
 1551   0.925000   0.825000          0.0052    0.006179
 1592   0.950000   0.825000          0.0038    0.004141
 1633   0.975000   0.825000          0.0011    0.002077
 1674   1.000000   0.825000          0.0000    0.000000
 35   0.000000   0.850000          0.0000    0.000000
 76   0.025000   0.850000          0.0010    0.001805
 117   0.050000   0.850000          0.0034    0.003598
 158   0.075000   0.850000          0.0046    0.005369
 199   0.100000   0.850000          0.0068    0.007107
 240   0.125000   0.850000          0.0081    0.008801
 281   0.150000   0.850000          0.0101    0.010442
 322   0.175000   0.850000          0.0114    0.012017
 363   0.200000   0.850000          0.0131    0.013519
 404   0.225000   0.850000          0.0143    0.014937
 445   0.250000   0.850000          0.0158    0.016263
 486   0.275000   0.850000          0.0169    0.017489
 527   0.300000   0.850000          0.0181    0.018607
 568   0.325000   0.850000          0.0190    0.019610
 609   0.350000   0.850000          0.0200    0.020493
 650   0.375000   0.850000          0.0206    0.021249
 691   0.400000   0.850000          0.0214    0.021874
 732   0.425000   0.850000          0.0218    0.022364
 773   0.450000   0.850000          0.0222    0.022716
 814   0.475000   0.850000          0.0223    0.022929
 855   0.500000   0.850000          0.0225    0.022999
 896   0.525000   0.850000          0.0223    0.022929
 937   0.550000   0.850000          0.0222    0.022716
 978   0.575000   0.850000          0.0218    0.022364
 1019   0.600000   0.850000          0.0214    0.021874
 1060   0.625000   0.850000          0.0206    0.021249
 1101   0.650000   0.850000          0.0200    0.020493
 1142   0.675000   0.850000          0.0190    0.019610
 1183   0.700000   0.850000          0.0181    0.018607
 1224   0.725000   0.850000          0.0169    0.017489
 1265   0.750000   0.850000          0.0158    0.016263
 1306   0.775000   0.850000          0.0143    0.014937
 1347   0.800000   0.850000          0.0131    0.013519
 1388   0.825000   0.850000          0.0114    0.012017
 1429   0.850000   0.850000          0.0101    0.010442
 1470   0.875000   0.850000          0.0081    0.008801
 1511   0.900000   0.850000          0.0068    0.007107
 1552   0.925000   0.850000          0.0046    0.005369
 1593   0.950000   0.850000          0.0034    0.003598
 1634   0.975000   0.850000          0.0010    0.001805
 1675   1.000000   0.850000          0.0000    0.000000
 36   0.000000   0.875000          0.0000    0.000000
 77   0.025000   0.875000          0.0008    0.001521
 118   0.050000   0.875000          0.0027    0.003033
 159   0.075000   0.875000          0.0037    0.004526
 200   0.100000   0.875000          0.0055    0.005991
 241   0.125000   0.875000          0.0065    0.007419
 282   0.150000   0.875000          0.0081    0.008801
 323   0.175000   0.875000          0.0091    0.010130
 364   0.200000   0.875000          0.0105    0.011395
 405   0.225000   0.875000          0.0115    0.012591
 446   0.250000   0.875000          0.0127    0.013709
 487   0.275000   0.875000          0.0136    0.014742
 528   0.300000   0.875000          0.0146    0.015684
 569   0.325000   0.875000          0.0153    0.016530
 610   0.350000   0.875000          0.0161    0.017274
 651   0.375000   0.875000          0.0166    0.017911
 692   0.400000   0.875000          0.0172    0.018438
 733   0.425000   0.875000          0.0175    0.018851
 774   0.450000   0.875000          0.0178    0.019148
 815   0.475000   0.875000          0.0179    0.019327
 856   0.500000   0.875000          0.0181    0.019387
 897   0.525000   0.875000          0.0179    0.019327
 938   0.550000   0.875000          0.0178    0.019148
 979   0.575000   0.875000          0.0175    0.018851
 1020   0.600000   0.875000          0.0172    0.018438
 1061   0.625000   0.875000          0.0166    0.017911
 1102   0.650000   0.875000          0.0161    0.017274
 1143   0.675000   0.875000          0.0153    0.016530
 1184   0.700000   0.875000          0.0146    0.015684
 1225   0.725000   0.875000          0.0136    0.014742
 1266   0.750000   0.875000          0.0127    0.013709
 1307   0.775000   0.875000          0.0115    0.012591
 1348   0.800000   0.875000          0.0105    0.011395
 1389   0.825000   0.875000          0.0091    0.010130
 1430   0.850000   0.875000          0.0081    0.008801
 1471   0.875000   0.875000          0.0065    0.007419
 1512   0.900000   0.875000          0.0055    0.005991
 1553   0.925000   0.875000          0.0037    0.004526
 1594   0.950000   0.875000          0.0027    0.003033
 1635   0.975000   0.875000          0.0008    0.001521
 1676   1.000000   0.875000          0.0000    0.000000
 37   0.000000   0.900000          0.0000    0.000000
 78   0.025000   0.900000          0.0006    0.001228
 119   0.050000   0.900000          0.0023    0.002449
 160   0.075000   0.900000          0.0031    0.003655
 201   0.100000   0.900000          0.0046    0.004838
 242   0.125000   0.900000          0.0055    0.005991
 283   0.150000   0.900000          0.0068    0.007107
 324   0.175000   0.900000          0.0077    0.008180
 365   0.200000   0.900000          0.0089    0.009202
 406   0.225000   0.900000          0.0097    0.010167
 447   0.250000   0.900000          0.0107    0.011070
 488   0.275000   0.900000          0.0114    0.011904
 529   0.300000   0.900000          0.0123    0.012665
 570   0.325000   0.900000          0.0128    0.013348
 611   0.350000   0.900000          0.0135    0.013949
 652   0.375000   0.900000          0.0139    0.014463
 693   0.400000   0.900000          0.0144    0.014889
 734   0.425000   0.900000          0.0147    0.015222
 775   0.450000   0.900000          0.0150    0.015462
 816   0.475000   0.900000          0.0151    0.015607
 857   0.500000   0.900000          0.0152    0.015655
 898   0.525000   0.900000          0.0151    0.015607
 939   0.550000   0.900000          0.0150    0.015462
 980   0.575000   0.900000          0.0147    0.015222
 1021   0.600000   0.900000          0.0144    0.014889
 1062   0.625000   0.900000          0.0139    0.014463
 1103   0.650000   0.900000          0.0135    0.013949
 1144   0.675000   0.900000          0.0128    0.013348
 1185   0.700000   0.900000          0.0123    0.012665
 1226   0.725000   0.900000          0.0114    0.011904
 1267   0.750000   0.900000          0.0107    0.011070
 1308   0.775000   0.900000          0.0097    0.010167
 1349   0.800000   0.900000          0.0089    0.009202
 1390   0.825000   0.900000          0.0077    0.008180
 1431   0.850000   0.900000          0.0068    0.007107
 1472   0.875000   0.900000          0.0055    0.005991
 1513   0.900000   0.900000          0.0046    0.004838
 1554   0.925000   0.900000          0.0031    0.003655
 1595   0.950000   0.900000          0.0023    0.002449
 1636   0.975000   0.900000          0.0006    0.001228
 1677   1.000000   0.900000          0.0000    0.000000
 38   0.000000   0.925000          0.0000    0.000000
 79   0.025000   0.925000          0.0004    0.000928
 120   0.050000   0.925000          0.0015    0.001850
 161   0.075000   0.925000          0.0021    0.002761
 202   0.100000   0.925000          0.0031    0.003655
 243   0.125000   0.925000          0.0037    0.004526
 284   0.150000   0.925000          0.0046    0.005369
 325   0.175000   0.925000          0.0052    0.006179
 366   0.200000   0.925000          0.0060    0.006951
 407   0.225000   0.925000          0.0065    0.007681
 448   0.250000   0.925000          0.0072    0.008363
 489   0.275000   0.925000          0.0077    0.008993
 530   0.300000   0.925000          0.0083    0.009568
 571   0.325000   0.925000          0.0087    0.010084
 612   0.350000   0.925000          0.0091    0.010537
 653   0.375000   0.925000          0.0094    0.010926
 694   0.400000   0.925000          0.0098    0.011248
 735   0.425000   0.925000          0.0099    0.011500
 776   0.450000   0.925000          0.0101    0.011681
 817   0.475000   0.925000          0.0102    0.011790
 858   0.500000   0.925000          0.0103    0.011826
 899   0.525000   0.925000          0.0102    0.011790
 940   0.550000   0.925000          0.0101    0.011681
 981   0.575000   0.925000          0.0099    0.011500
 1022   0.600000   0.925000          0.0098    0.011248
 1063   0.625000   0.925000          0.0094    0.010926
 1104   0.650000   0.925000          0.0091    0.010537
 1145   0.675000   0.925000          0.0087    0.010084
 1186   0.700000   0.925000          0.0083    0.009568
 1227   0.725000   0.925000          0.0077    0.008993
 1268   0.750000   0.925000          0.0072    0.008363
 1309   0.775000   0.925000          0.0065    0.007681
 1350   0.800000   0.925000          0.0060    0.006951
 1391   0.825000   0.925000          0.0052    0.006179
 1432   0.850000   0.925000          0.0046    0.005369
 1473   0.875000   0.925000          0.0037    0.004526
 1514   0.900000   0.925000          0.0031    0.003655
 1555   0.925000   0.925000          0.0021    0.002761
 1596   0.950000   0.925000          0.0015    0.001850
 1637   0.975000   0.925000          0.0004    0.000928
 1678   1.000000   0.925000          0.0000    0.000000
 39   0.000000   0.950000          0.0000    0.000000
 80   0.025000   0.950000          0.0003    0.000622
 121   0.050000   0.950000          0.0011    0.001240
 162   0.075000   0.950000          0.0015    0.001850
 203   0.100000   0.950000          0.0023    0.002449
 244   0.125000   0.950000          0.0027    0.003033
 285   0.150000   0.950000          0.0034    0.003598
 326   0.175000   0.950000          0.0038    0.004141
 367   0.200000   0.950000          0.0044    0.004658
 408   0.225000   0.950000          0.0048    0.005147
 449   0.250000   0.950000          0.0053    0.005604
 490   0.275000   0.950000          0.0057    0.006026
 531   0.300000   0.950000          0.0061    0.006412
 572   0.325000   0.950000          0.0064    0.006757
 613   0.350000   0.950000          0.0067    0.007061
 654   0.375000   0.950000          0.0069    0.007322
 695   0.400000   0.950000          0.0072    0.007537
 736   0.425000   0.950000          0.0073    0.007706
 777   0.450000   0.950000          0.0074    0.007827
 818   0.475000   0.950000          0.0075    0.007901
 859   0.500000   0.950000          0.0075    0.007925
 900   0.525000   0.950000          0.0075    0.007901
 941   0.550000   0.950000          0.0074    0.007827
 982   0.575000   0.950000          0.0073    0.007706
 1023   0.600000   0.950000          0.0072    0.007537
 1064   0.625000   0.950000          0.0069    0.007322
 1105   0.650000   0.950000          0.0067    0.007061
 1146   0.675000   0.950000          0.0064    0.006757
 1187   0.700000   0.950000          0.0061    0.006412
 1228   0.725000   0.950000          0.0057    0.006026
 1269   0.750000   0.950000          0.0053    0.005604
 1310   0.775000   0.950000          0.0048    0.005147
 1351   0.800000   0.950000          0.0044    0.004658
 1392   0.825000   0.950000          0.0038    0.004141
 1433   0.850000   0.950000          0.0034    0.003598
 1474   0.875000   0.950000          0.0027    0.003033
 1515   0.900000   0.950000          0.0023    0.002449
 1556   0.925000   0.950000          0.0015    0.001850
 1597   0.950000   0.950000          0.0011    0.001240
 1638   0.975000   0.950000          0.0003    0.000622
 1679   1.000000   0.950000          0.0000    0.000000
 40   0.000000   0.975000         -0.0000    0.000000
 81   0.025000   0.975000          0.0001    0.000312
 122   0.050000   0.975000          0.0003    0.000622
 163   0.075000   0.975000          0.0004    0.000928
 204   0.100000   0.975000          0.0006    0.001228
 245   0.125000   0.975000          0.0008    0.001521
 286   0.150000   0.975000          0.0010    0.001805
 327   0.175000   0.975000          0.0011    0.002077
 368   0.200000   0.975000          0.0012    0.002336
 409   0.225000   0.975000          0.0013    0.002581
 450   0.250000   0.975000          0.0015    0.002811
 491   0.275000   0.975000          0.0016    0.003022
 532   0.300000   0.975000          0.0017    0.003216
 573   0.325000   0.975000          0.0018    0.003389
 614   0.350000   0.975000          0.0019    0.003542
 655   0.375000   0.975000          0.0019    0.003672
 696   0.400000   0.975000          0.0020    0.003780
 737   0.425000   0.975000          0.0020    0.003865
 778   0.450000   0.975000          0.0021    0.003926
 819   0.475000   0.975000          0.0021    0.003963
 860   0.500000   0.975000          0.0021    0.003975
 901   0.525000   0.975000          0.0021    0.003963
 942   0.550000   0.975000          0.0021    0.003926
 983   0.575000   0.975000          0.0020    0.003865
 1024   0.600000   0.975000          0.0020    0.003780
 1065   0.625000   0.975000          0.0019    0.003672
 1106   0.650000   0.975000          0.0019    0.003542
 1147   0.675000   0.975000          0.0018    0.003389
 1188   0.700000   0.975000          0.0017    0.003216
 1229   0.725000   0.975000          0.0016    0.003022
 1270   0.750000   0.975000          0.0015    0.002811
 1311   0.775000   0.975000          0.0013    0.002581
 1352   0.800000   0.975000          0.0012    0.002336
 1393   0.825000   0.975000          0.0011    0.002077
 1434   0.850000   0.975000          0.0010    0.001805
 1475   0.875000   0.975000          0.0008    0.001521
 1516   0.900000   0.975000          0.0006    0.001228
 1557   0.925000   0.975000          0.0004    0.000928
 1598   0.950000   0.975000          0.0003    0.000622
 1639   0.975000   0.975000          0.0001    0.000312
 1680   1.000000   0.975000         -0.0000    0.000000
 41   0.000000   1.000000          0.0000    0.000000
 82   0.025000   1.000000         -0.0000    0.000000
 123   0.050000   1.000000          0.0000    0.000000
 164   0.075000   1.000000          0.0000    0.000000
 205   0.100000   1.000000          0.0000    0.000000
 246   0.125000   1.000000          0.0000    0.000000
 287   0.150000   1.000000          0.0000    0.000000
 328   0.175000   1.000000          0.0000    0.000000
 369   0.200000   1.000000          0.0000    0.000000
 410   0.225000   1.000000          0.0000    0.000000
 451   0.250000   1.000000          0.0000    0.000000
 492   0.275000   1.000000          0.0000    0.000000
 533   0.300000   1.000000          0.0000    0.000000
 574   0.325000   1.000000          0.0000    0.000000
 615   0.350000   1.000000          0.0000    0.000000
 656   0.375000   1.000000          0.0000    0.000000
 697   0.400000   1.000000          0.0000    0.000000
 738   0.425000   1.000000          0.0000    0.000000
 779   0.450000   1.000000          0.0000    0.000000
 820   0.475000   1.000000          0.0000    0.000000
 861   0.500000   1.000000          0.0000    0.000000
 902   0.525000   1.000000          0.0000    0.000000
 943   0.550000   1.000000          0.0000    0.000000
 984   0.575000   1.000000          0.0000    0.000000
 1025   0.600000   1.000000          0.0000    0.000000
 1066   0.625000   1.000000          0.0000    0.000000
 1107   0.650000   1.000000          0.0000    0.000000
 1148   0.675000   1.000000          0.0000    0.000000
 1189   0.700000   1.000000          0.0000    0.000000
 1230   0.725000   1.000000          0.0000    0.000000
 1271   0.750000   1.000000          0.0000    0.000000
 1312   0.775000   1.000000          0.0000    0.000000
 1353   0.800000   1.000000          0.0000    0.000000
 1394   0.825000   1.000000          0.0000    0.000000
 1435   0.850000   1.000000          0.0000    0.000000
 1476   0.875000   1.000000          0.0000    0.000000
 1517   0.900000   1.000000          0.0000    0.000000
 1558   0.925000   1.000000          0.0000    0.000000
 1599   0.950000   1.000000          0.0000    0.000000
 1640   0.975000   1.000000         -0.0000    0.000000
 1681   1.000000   1.000000          0.0000    0.000000
